RECORDID,FIRSTNAME,LASTNAME,ADDRESS,CITY,POSTALCODEZIP,COUNTRY,GENDER,AGE,INCOMECODE,INCOMERANGE,INCOME,OCCUPATION,EDUCATION,RESIDENCE,FAMILYTYPE,SEGMENTATION,VISITS,TEMP_LATLONCODE,LAT,LONG,HubName,HubDist
701,Joaquin,Scott,,TORONTO,,Canada,Female,30,5,"160,000 - 189,999",171144,Executive,Doctorate,Owner,Family,City Affluence,1,685,43.709089,-79.293886,"2",3.60271017773887
702,Justin,Zalatoris,,TORONTO,,Canada,Male,54,1,"40,000 - 69,999",59261,Administration,College,Rent,Singles,Young Up and Comers,123,905,43.736335,-79.379031,"51",1.72639187146851
703,Adam,Rai,,TORONTO,,Canada,Male,57,2,"70,000 - 99,999 ",89654,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,1,341,43.643227,-79.363925,"13",3.95487270521029
704,Emiliano,Kim,,TORONTO,,Canada,Male,42,3,"100,000 - 129,999",128575,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,16,450,43.66862,-79.390213,"13",0.650937944623578
705,Min Woo,MacIntyre,,TORONTO,,Canada,Male,35,2,"70,000 - 99,999 ",98698,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,78,333,43.744485,-79.412296,"22",1.39956693190276
706,Will,Fitzpatrick,,TORONTO,,Canada,Female,36,2,"70,000 - 99,999 ",74707,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,80,677,43.757102,-79.293935,"41",0.851035671411185
707,Tyrrell,Oosthuizen,,TORONTO,,Canada,Male,39,2,"70,000 - 99,999 ",96314,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,50,625,43.667213,-79.521612,"30",1.09203723468169
708,Adam,Morikawa,,TORONTO,,Canada,Female,39,2,"70,000 - 99,999 ",96213,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,114,170,43.687577,-79.289699,"2",1.53446793533993
709,Robert,Day,,TORONTO,,Canada,Male,52,5,"160,000 - 189,999",181710,Executive,Doctorate,Owner,Family,City Affluence,114,35,43.654157,-79.479783,"49",0.730075688883791
710,Phil,Hovland,,TORONTO,,Canada,Male,37,2,"70,000 - 99,999 ",81376,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,2,514,43.778603,-79.244651,"59",1.1411661493721
711,J.T.,Zalatoris,,TORONTO,,Canada,Male,39,3,"100,000 - 129,999",117312,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,70,921,43.692887,-79.503337,"7",1.58951878556488
712,Matt,Koepka,,TORONTO,,Canada,Male,19,5,"160,000 - 189,999",166248,Executive,Doctorate,Owner,Family,City Affluence,25,337,43.797737,-79.36086,"44",2.1903550578273
713,Austin,Im,,TORONTO,,Canada,Male,23,2,"70,000 - 99,999 ",97060,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,2,319,43.727357,-79.230502,"45",1.7809644876531
714,Jon,Rai,,TORONTO,,Canada,Male,20,5,"160,000 - 189,999",189972,Executive,Doctorate,Owner,Family,City Affluence,46,974,43.79561,-79.138266,"43",7.32923149184635
715,Brian,Straka,,TORONTO,,Canada,Male,21,4,"130,000 - 169,999",134022,Sr. Manager,Masters,Owner,Family,Established Success,29,591,43.791348,-79.216279,"57",1.9479112553278
716,Sungjae,Woods,,TORONTO,,Canada,Female,41,2,"70,000 - 99,999 ",80354,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,99,281,43.702882,-79.318871,"2",3.14493932950037
717,Will,Straka,,TORONTO,,Canada,Male,39,3,"100,000 - 129,999",112089,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,4,798,43.756691,-79.576663,"7",8.01543796044298
718,Joaquin,Homa,,TORONTO,,Canada,Female,46,4,"130,000 - 169,999",154406,Sr. Manager,Masters,Owner,Family,Established Success,16,871,43.788672,-79.418304,"50",3.70616694191428
719,Louis,Zalatoris,,TORONTO,,Canada,Male,32,2,"70,000 - 99,999 ",86498,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,61,982,43.694801,-79.538772,"7",3.09962065888926
720,Tommy,Koepka,,TORONTO,,Canada,Male,28,5,"160,000 - 189,999",189614,Executive,Doctorate,Owner,Family,City Affluence,113,1149,43.747161,-79.623905,"32",10.9653203045454
721,Si Woo,Woods,,TORONTO,,Canada,Female,30,4,"130,000 - 169,999",151082,Sr. Manager,Masters,Owner,Family,Established Success,19,146,43.657349,-79.586244,"32",0.566805717333857
722,Jordan,Hatton,,TORONTO,,Canada,Female,21,2,"70,000 - 99,999 ",91652,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,62,944,43.728417,-79.504076,"8",2.33106112432541
723,Brian,McIlroy,,TORONTO,,Canada,Male,43,1,"40,000 - 69,999",68117,Administration,College,Rent,Singles,Young Up and Comers,17,243,43.81343,-79.292368,"46",3.49082115524659
724,Will,Grillo,,TORONTO,,Canada,Female,35,4,"130,000 - 169,999",155184,Sr. Manager,Masters,Owner,Family,Established Success,90,601,43.723151,-79.436071,"55",0.730395270679833
725,Viktor,Cantlay,,TORONTO,,Canada,Male,22,3,"100,000 - 129,999",128542,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,126,503,43.677382,-79.548058,"30",3.40248148215056
726,Corey,Eckroat,,TORONTO,,Canada,Male,38,3,"100,000 - 129,999",106809,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,23,1016,43.797155,-79.394501,"50",3.5192001151241
727,Matt,Rahm,,TORONTO,,Canada,Female,43,1,"40,000 - 69,999",58518,Administration,College,Rent,Singles,Young Up and Comers,48,989,43.698825,-79.283708,"40",1.88798846202872
728,Aaron,DeChambeau,,TORONTO,,Canada,Female,55,3,"100,000 - 129,999",124148,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,13,660,43.672758,-79.35388,"24",2.19909298369814
729,Brooks,Straka,,TORONTO,,Canada,Female,47,4,"130,000 - 169,999",132300,Sr. Manager,Masters,Owner,Family,Established Success,80,16,43.683774,-79.509111,"7",2.62873182184578
730,Tom,Fleetwood,,TORONTO,,Canada,Female,52,5,"160,000 - 189,999",187779,Executive,Doctorate,Owner,Family,City Affluence,126,504,43.778766,-79.231838,"57",1.25520865352018
731,Akshay,McCarthy,,TORONTO,,Canada,Female,44,3,"100,000 - 129,999",128201,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,5,615,43.676162,-79.58354,"32",2.54779619692094
732,Matt,Im,,TORONTO,,Canada,Female,29,5,"160,000 - 189,999",166156,Executive,Doctorate,Owner,Family,City Affluence,49,405,43.822887,-79.27026,"59",4.53961209799256
733,Sungjae,Poston,,TORONTO,,Canada,Male,30,5,"160,000 - 189,999",188537,Executive,Doctorate,Owner,Family,City Affluence,64,610,43.607566,-79.527465,"31",2.46651023406972
734,Adam,Lee,,TORONTO,,Canada,Female,44,4,"130,000 - 169,999",144075,Sr. Manager,Masters,Owner,Family,Established Success,81,39,43.825731,-79.282954,"46",4.94315313234959
735,Alex,DeChambeau,,TORONTO,,Canada,Male,42,2,"70,000 - 99,999 ",75912,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,102,835,43.718489,-79.50193,"8",1.22309086948555
736,Denny,Spieth,,TORONTO,,Canada,Female,30,3,"100,000 - 129,999",104243,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,92,542,43.803687,-79.345035,"44",0.762767593209043
737,Wyndham,Mickelson,,TORONTO,,Canada,Female,34,1,"40,000 - 69,999",49339,Administration,College,Rent,Singles,Young Up and Comers,101,1070,43.694531,-79.275551,"40",1.07709174034257
738,Ludvig,Eckroat,,TORONTO,,Canada,Male,49,5,"160,000 - 189,999",183937,Executive,Doctorate,Owner,Family,City Affluence,130,472,43.763961,-79.451849,"54",0.833096019920343
739,Tiger,Niemann,,TORONTO,,Canada,Male,32,4,"130,000 - 169,999",143909,Sr. Manager,Masters,Owner,Family,Established Success,137,1038,43.65241,-79.445075,"4",0.842496352969342
740,Abraham,Lee,,TORONTO,,Canada,Female,24,1,"40,000 - 69,999",53644,Administration,College,Rent,Singles,Young Up and Comers,85,380,43.705508,-79.554856,"7",4.07837391329633
741,Jordan,Homa,,TORONTO,,Canada,Male,44,2,"70,000 - 99,999 ",75516,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,71,334,43.7804,-79.316295,"38",1.94598525330956
742,Brooks,Aberg,,TORONTO,,Canada,Male,27,3,"100,000 - 129,999",115308,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,4,303,43.831854,-79.250269,"59",4.90294186061516
743,Sepp,Homa,,TORONTO,,Canada,Male,47,1,"40,000 - 69,999",51843,Administration,College,Rent,Singles,Young Up and Comers,131,617,43.716644,-79.391091,"25",1.12867458565102
744,Robert,Oosthuizen,,TORONTO,,Canada,Male,27,4,"130,000 - 169,999",142724,Sr. Manager,Masters,Owner,Family,Established Success,1,417,43.656201,-79.553094,"32",2.35874786252919
745,Scottie,Oosthuizen,,TORONTO,,Canada,Female,50,5,"160,000 - 189,999",185505,Executive,Doctorate,Owner,Family,City Affluence,27,132,43.721568,-79.501381,"8",1.56632332237975
746,Corey,DeChambeau,,TORONTO,,Canada,Male,26,3,"100,000 - 129,999",112578,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,120,570,43.76968,-79.186198,"43",2.81126952264631
747,Rory,Noren,,TORONTO,,Canada,Male,23,3,"100,000 - 129,999",105013,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,62,892,43.719787,-79.243288,"56",2.29725381360063
748,Brian,Thomas,,TORONTO,,Canada,Male,43,5,"160,000 - 189,999",172674,Executive,Doctorate,Owner,Family,City Affluence,98,1100,43.683155,-79.546973,"30",3.76285006098695
749,Abraham,Lee,,TORONTO,,Canada,Female,49,3,"100,000 - 129,999",110757,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,70,992,43.649747,-79.435849,"4",0.22733012062441
750,Tyrrell,Kim,,TORONTO,,Canada,Female,35,2,"70,000 - 99,999 ",98991,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,108,522,43.6469,-79.377383,"13",3.15621455643465
751,Shane,Homa,,TORONTO,,Canada,Male,30,1,"40,000 - 69,999",62838,Administration,College,Rent,Singles,Young Up and Comers,129,267,43.599643,-79.552986,"28",3.42579224382556
752,Louis,Lee,,TORONTO,,Canada,Female,52,1,"40,000 - 69,999",67533,Administration,College,Rent,Singles,Young Up and Comers,82,720,43.755254,-79.221225,"42",0.299880183446224
753,Justin,Woods,,TORONTO,,Canada,Female,20,2,"70,000 - 99,999 ",80190,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,121,359,43.720463,-79.329429,"36",1.81519060624855
754,Sahith,Poston,,TORONTO,,Canada,Female,30,3,"100,000 - 129,999",113953,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,110,868,43.828011,-79.164267,"57",7.52889980602354
755,Alex,Grillo,,TORONTO,,Canada,Female,55,2,"70,000 - 99,999 ",93423,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,8,73,43.77184,-79.334223,"38",1.4902435621851
756,Sungjae,Morikawa,,TORONTO,,Canada,Female,21,4,"130,000 - 169,999",148737,Sr. Manager,Masters,Owner,Family,Established Success,58,556,43.767519,-79.460892,"54",0.463696447769205
757,Tom,Lee,,TORONTO,,Canada,Male,33,2,"70,000 - 99,999 ",97536,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,65,897,43.700494,-79.583042,"32",5.24897619254296
758,Viktor,Koepka,,TORONTO,,Canada,Female,51,4,"130,000 - 169,999",148364,Sr. Manager,Masters,Owner,Family,Established Success,138,512,43.742324,-79.512664,"34",2.37739700921158
759,Sahith,Clark,,TORONTO,,Canada,Female,37,3,"100,000 - 129,999",114239,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,75,699,43.748199,-79.42823,"39",1.48619945118129
760,Bryson,Hadwin,,TORONTO,,Canada,Male,37,5,"160,000 - 189,999",176531,Executive,Doctorate,Owner,Family,City Affluence,79,709,43.74613,-79.634972,"32",11.1658993153633
761,Phil,Lowry,,TORONTO,,Canada,Male,45,5,"160,000 - 189,999",160210,Executive,Doctorate,Owner,Family,City Affluence,136,542,43.803687,-79.345035,"44",0.762767593209043
762,Tom,Fleetwood,,TORONTO,,Canada,Female,53,4,"130,000 - 169,999",156759,Sr. Manager,Masters,Owner,Family,Established Success,60,14,43.700815,-79.565236,"32",5.45522726911153
763,Phil,Cantlay,,TORONTO,,Canada,Male,37,1,"40,000 - 69,999",58836,Administration,College,Rent,Singles,Young Up and Comers,24,731,43.642017,-79.575348,"32",1.36074930409341
764,Sungjae,Lowry,,TORONTO,,Canada,Male,45,2,"70,000 - 99,999 ",80905,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,48,556,43.767519,-79.460892,"54",0.463696447769205
765,Scottie,Noren,,TORONTO,,Canada,Female,53,1,"40,000 - 69,999",43293,Administration,College,Rent,Singles,Young Up and Comers,28,917,43.800199,-79.300444,"46",2.06916490472352
766,Phil,Grillo,,TORONTO,,Canada,Male,38,5,"160,000 - 189,999",185440,Executive,Doctorate,Owner,Family,City Affluence,142,1102,43.735524,-79.25037,"42",2.97062840621489
767,Phil,Mickelson,,TORONTO,,Canada,Male,41,5,"160,000 - 189,999",185251,Executive,Doctorate,Owner,Family,City Affluence,74,413,43.745313,-79.580414,"7",7.45371500765402
768,Corey,Thomas,,TORONTO,,Canada,Female,47,4,"130,000 - 169,999",131853,Sr. Manager,Masters,Owner,Family,Established Success,139,176,43.634393,-79.580417,"28",1.35313903315307
769,Max,Rai,,TORONTO,,Canada,Female,45,1,"40,000 - 69,999",40000,Administration,College,Rent,Singles,Young Up and Comers,11,311,43.797523,-79.142722,"43",7.26517662615383
770,Jordan,Theegala,,TORONTO,,Canada,Male,51,2,"70,000 - 99,999 ",76830,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,46,267,43.599643,-79.552986,"28",3.42579224382556
771,Mackenzie,Harman,,TORONTO,,Canada,Male,46,1,"40,000 - 69,999",47721,Administration,College,Rent,Singles,Young Up and Comers,123,1101,43.640036,-79.411744,"27",2.80300456077871
772,Tiger,Hughes,,TORONTO,,Canada,Female,51,5,"160,000 - 189,999",167450,Executive,Doctorate,Owner,Family,City Affluence,93,67,43.847824,-79.169581,"57",8.71148712680318
773,Joaquin,MacIntyre,,TORONTO,,Canada,Male,44,3,"100,000 - 129,999",124178,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,61,820,43.760746,-79.347046,"37",2.71272818353492
774,Justin,Clark,,TORONTO,,Canada,Female,18,1,"40,000 - 69,999",55294,Administration,College,Rent,Singles,Young Up and Comers,95,248,43.737838,-79.283437,"41",2.90779133522888
775,Shane,Scheffler,,TORONTO,,Canada,Female,21,4,"130,000 - 169,999",152772,Sr. Manager,Masters,Owner,Family,Established Success,102,127,43.787395,-79.39746,"50",2.57078254629894
776,Tommy,Clark,,TORONTO,,Canada,Male,43,2,"70,000 - 99,999 ",88634,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,5,1020,43.70466,-79.473057,"16",0.792398658041767
777,Matt,Hovland,,TORONTO,,Canada,Male,45,1,"40,000 - 69,999",51789,Administration,College,Rent,Singles,Young Up and Comers,66,711,43.771348,-79.178218,"43",3.24979490709927
778,Aaron,McIlroy,,TORONTO,,Canada,Female,46,3,"100,000 - 129,999",111928,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,81,1090,43.763801,-79.177017,"43",2.61537164333898
779,Corey,Bhatia,,TORONTO,,Canada,Female,45,3,"100,000 - 129,999",104388,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,90,335,43.623095,-79.547529,"28",1.58301021219612
780,Xander,McCarthy,,TORONTO,,Canada,Male,39,4,"130,000 - 169,999",137079,Sr. Manager,Masters,Owner,Family,Established Success,49,688,43.765012,-79.412949,"50",2.33378065697179
781,Tom,Zalatoris,,TORONTO,,Canada,Female,41,1,"40,000 - 69,999",41281,Administration,College,Rent,Singles,Young Up and Comers,55,383,43.592317,-79.516247,"31",1.43447449226149
782,Louis,Scott,,TORONTO,,Canada,Female,58,3,"100,000 - 129,999",102636,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,17,251,43.775452,-79.152599,"43",4.92015122957635
783,Abraham,Grillo,,TORONTO,,Canada,Male,37,1,"40,000 - 69,999",68825,Administration,College,Rent,Singles,Young Up and Comers,26,111,43.731494,-79.232916,"45",1.55199100977044
784,Phil,Fitzpatrick,,TORONTO,,Canada,Male,55,1,"40,000 - 69,999",46108,Administration,College,Rent,Singles,Young Up and Comers,142,422,43.80406,-79.302026,"46",2.51595558512891
785,Emiliano,Fleetwood,,TORONTO,,Canada,Male,19,2,"70,000 - 99,999 ",84025,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,27,920,43.751775,-79.181454,"43",1.49093684061075
786,Akshay,Clark,,TORONTO,,Canada,Male,50,3,"100,000 - 129,999",126028,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,35,541,43.668277,-79.497831,"30",1.69965252447317
787,Denny,Grillo,,TORONTO,,Canada,Female,37,4,"130,000 - 169,999",137077,Sr. Manager,Masters,Owner,Family,Established Success,115,769,43.718627,-79.475202,"16",2.34005088806534
788,Justin,Fleetwood,,TORONTO,,Canada,Female,41,4,"130,000 - 169,999",152512,Sr. Manager,Masters,Owner,Family,Established Success,147,480,43.649364,-79.470687,"49",0.360695962416941
789,Collin,Eckroat,,TORONTO,,Canada,Male,25,4,"130,000 - 169,999",132567,Sr. Manager,Masters,Owner,Family,Established Success,48,1130,43.693552,-79.562926,"32",4.73527972002816
790,Abraham,Im,,TORONTO,,Canada,Male,47,1,"40,000 - 69,999",51890,Administration,College,Rent,Singles,Young Up and Comers,31,486,43.65654,-79.589144,"32",0.678704434860806
791,Will,Fleetwood,,TORONTO,,Canada,Female,26,2,"70,000 - 99,999 ",97403,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,47,1171,43.676213,-79.552712,"32",3.47927968053556
792,Will,Hadwin,,TORONTO,,Canada,Male,24,2,"70,000 - 99,999 ",73402,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,122,92,43.804684,-79.381655,"50",4.25757781253529
793,Bryson,Smith,,TORONTO,,Canada,Male,20,5,"160,000 - 189,999",168188,Executive,Doctorate,Owner,Family,City Affluence,136,350,43.709816,-79.520466,"7",1.33480263169891
794,Denny,Spieth,,TORONTO,,Canada,Male,53,5,"160,000 - 189,999",185178,Executive,Doctorate,Owner,Family,City Affluence,60,1158,43.807262,-79.248547,"59",2.20856123550835
795,Tony,Bezuidenhout,,TORONTO,,Canada,Male,37,1,"40,000 - 69,999",48591,Administration,College,Rent,Singles,Young Up and Comers,92,590,43.695367,-79.495279,"8",1.45615341970471
796,Matt,Homa,,TORONTO,,Canada,Male,48,5,"160,000 - 189,999",164360,Executive,Doctorate,Owner,Family,City Affluence,89,18,43.701336,-79.485796,"16",1.34521152067912
797,Min Woo,Rai,,TORONTO,,Canada,Female,28,3,"100,000 - 129,999",113107,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,22,235,43.671112,-79.56232,"32",2.54333355321114
798,Bryson,Hadwin,,TORONTO,,Canada,Female,50,4,"130,000 - 169,999",130160,Sr. Manager,Masters,Owner,Family,Established Success,49,180,43.757812,-79.545867,"34",4.89764498957213
799,Akshay,Niemann,,TORONTO,,Canada,Male,33,1,"40,000 - 69,999",60513,Administration,College,Rent,Singles,Young Up and Comers,76,173,43.639934,-79.49443,"49",2.35753976138034
800,Collin,Finau,,TORONTO,,Canada,Female,45,1,"40,000 - 69,999",68779,Administration,College,Rent,Singles,Young Up and Comers,135,753,43.74042,-79.600656,"32",9.79983781650707
801,Si Woo,Conners,,TORONTO,,Canada,Male,51,5,"160,000 - 189,999",165152,Executive,Doctorate,Owner,Family,City Affluence,9,299,43.709912,-79.56386,"32",6.46338762143034
802,Brian,Mickelson,,TORONTO,,Canada,Male,21,5,"160,000 - 189,999",172924,Executive,Doctorate,Owner,Family,City Affluence,2,1071,43.750911,-79.20969,"43",1.08815532568815
803,Tyrrell,Thomas,,TORONTO,,Canada,Female,50,3,"100,000 - 129,999",107915,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,125,852,43.695724,-79.524216,"7",2.04786026944117
804,Alex,Day,,TORONTO,,Canada,Male,42,4,"130,000 - 169,999",144506,Sr. Manager,Masters,Owner,Family,Established Success,123,1161,43.789703,-79.217913,"57",1.79391208318913
805,Will,Clark,,TORONTO,,Canada,Male,53,4,"130,000 - 169,999",132517,Sr. Manager,Masters,Owner,Family,Established Success,142,324,43.750859,-79.566865,"7",6.99711765574226
806,Alex,Cantlay,,TORONTO,,Canada,Male,19,4,"130,000 - 169,999",156514,Sr. Manager,Masters,Owner,Family,Established Success,89,704,43.653634,-79.330473,"24",1.10555912813352
807,Aaron,Bhatia,,TORONTO,,Canada,Male,23,5,"160,000 - 189,999",177899,Executive,Doctorate,Owner,Family,City Affluence,121,614,43.748823,-79.184848,"43",1.11525533006454
808,Brian,Fitzpatrick,,TORONTO,,Canada,Female,30,5,"160,000 - 189,999",177863,Executive,Doctorate,Owner,Family,City Affluence,102,109,43.730643,-79.27267,"56",3.65240728761594
809,Xander,Morikawa,,TORONTO,,Canada,Male,54,1,"40,000 - 69,999",47953,Administration,College,Rent,Singles,Young Up and Comers,140,395,43.638291,-79.422141,"4",1.79322296861763
810,Max,Poston,,TORONTO,,Canada,Female,29,5,"160,000 - 189,999",183486,Executive,Doctorate,Owner,Family,City Affluence,19,1185,43.675696,-79.309508,"2",0.60396145088575
811,Denny,Schauffele,,TORONTO,,Canada,Female,46,5,"160,000 - 189,999",184076,Executive,Doctorate,Owner,Family,City Affluence,91,150,43.745881,-79.369081,"51",1.3497220735441
812,Viktor,Aberg,,TORONTO,,Canada,Female,49,2,"70,000 - 99,999 ",86676,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,61,426,43.748243,-79.484037,"34",0.348784362629215
813,Phil,Scott,,TORONTO,,Canada,Male,47,3,"100,000 - 129,999",114955,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,143,517,43.631459,-79.535848,"28",2.38905864729254
